_id,eid,indexed_date,media_name,media_url,publish_date,title,url,language,keyword_category,keywords,contenido
6a9da2e869c0e4a44120527d,f3bc38bd354a34128d04ca77e7fef126a978eaf3117bc956f9bb787c1b171fca,2026-09-02 15:29:44.159473+00:00,heraldscotland.com,heraldscotland.com,2016-12-24,Food for thought: the midwinter feast through the ages,https://www.heraldscotland.com/life_style/homes_interiors_gardens/rss/14986678.food-thought-midwinter-feast-ages/?ref=rss,en,Biodiversity status and loss,biodiversity | biological diversity | biodiversity loss | biodiversity crisis | nature crisis | nature loss | wildlife | natural world | ecosystems | habitats | species | native species | endangered species | threatened species | critically endangered | species decline | population decline | extinction | mass extinction | sixth mass extinction | extinction crisis | ecological crisis | environmental crisis | ecological collapse | nature recovery | nature-positive,
6a9da2e869c0e4a44120527e,b3c711c5cf6b05c3ce635a04984464da2d7c47947c3c21415015920529e6e932,2026-09-02 13:37:46.440776+00:00,heraldscotland.com,heraldscotland.com,2017-07-16,David Torrance: Opportunity for SNP to take on vested interests in farming rather than just rearranging the furniture,https://www.heraldscotland.com/opinion/columnists/david_torrance/rss/15414327.david-torrance-opportunity-snp-take-vested-interests-farming-rather-just-rearranging-furniture/?ref=rss,en,Biodiversity status and loss,biodiversity | biological diversity | biodiversity loss | biodiversity crisis | nature crisis | nature loss | wildlife | natural world | ecosystems | habitats | species | native species | endangered species | threatened species | critically endangered | species decline | population decline | extinction | mass extinction | sixth mass extinction | extinction crisis | ecological crisis | environmental crisis | ecological collapse | nature recovery | nature-positive,
6a9da2e869c0e4a44120527f,c1a7b85b7ba41334fd42100f02b1539be542025f65a3e341ecfa37970079de98,2026-09-01 21:32:33.041630+00:00,heraldscotland.com,heraldscotland.com,2026-09-01,Razed trees: 'I'll never be able to hear a chainsaw again without feeling sick',https://www.heraldscotland.com/opinion/26510080.anger-shock-paisley-woodland-razed-developers/,en,Biodiversity status and loss,biodiversity | biological diversity | biodiversity loss | biodiversity crisis | nature crisis | nature loss | wildlife | natural world | ecosystems | habitats | species | native species | endangered species | threatened species | critically endangered | species decline | population decline | extinction | mass extinction | sixth mass extinction | extinction crisis | ecological crisis | environmental crisis | ecological collapse | nature recovery | nature-positive,
6a9da2e869c0e4a441205280,e410e4882ff854ee0b342596d01e7dab0a61c36843e756f6781c5c041903b87e,2026-09-01 21:30:44.022668+00:00,heraldscotland.com,heraldscotland.com,2026-09-01,Scottish council issues statement on £2 billion AI data centre,https://www.heraldscotland.com/news/26513454.scottish-council-issues-statement-2-billion-ai-data-centre/,en,Biodiversity status and loss,biodiversity | biological diversity | biodiversity loss | biodiversity crisis | nature crisis | nature loss | wildlife | natural world | ecosystems | habitats | species | native species | endangered species | threatened species | critically endangered | species decline | population decline | extinction | mass extinction | sixth mass extinction | extinction crisis | ecological crisis | environmental crisis | ecological collapse | nature recovery | nature-positive,
6a9da2e869c0e4a441205281,d58385eba7c075a956806c03dc528de2a6f03263dc336f16285867f79b978ebc,2026-09-01 14:25:25.201605+00:00,walesonline.co.uk,walesonline.co.uk,2026-09-01,The five people who want to be the next councillor for this part of Wales,https://www.walesonline.co.uk/news/local-news/five-people-who-want-next-34550384,en,Biodiversity status and loss,biodiversity | biological diversity | biodiversity loss | biodiversity crisis | nature crisis | nature loss | wildlife | natural world | ecosystems | habitats | species | native species | endangered species | threatened species | critically endangered | species decline | population decline | extinction | mass extinction | sixth mass extinction | extinction crisis | ecological crisis | environmental crisis | ecological collapse | nature recovery | nature-positive,"The five people who want to be the next councillor for this part of Wales
A by-election to Rhondda Cynon Taf Council is soon taking place in Llantwit Fardre
There are five people who want to be Llantwit Fardre’s next representative on Rhondda Cynon Taf (RCT) Council.
A by-election for the council ward will take place on Thursday, September 3.
It was triggered after Conservative Sam Trask decided to stand down having relocated from the community.
Now the five candidates to replace him have been revealed.
They are Jonathan Bishop (Independent), Danny Lyn Crudge (Plaid Cymru), Lyndon Evans (Reform UK), Joel James (Welsh Conservative Party) and Lloyd Watkins (Welsh Labour).
Currently RCT Council is made up of 57 Labour members, eight Plaid Cymru members, seven independents, one Green Party member and one Conservative member.
Here is a bit more about the candidates and why they are standing.
Jonathan Bishop (Independent)
Jonathan Bishop, an Independent candidate at this by-election, said he is an established politician having served on multiple councils across England and Wales and contested various national elections in the same jurisdiction.
He was the local councillor for Llantwit Fardre between 2003 and 2004, being a runner up in national awards for his work using digital technologies as an elected representative, and winning the ‘Outstanding Newcomer’ award from his then political party.
Currently non-affiliated, he is standing for Llantwit Fardre as an independent candidate.
Freeman Bishop is calling for environmental improvements to public rights of way, greater biodiversity, and for the local authority to use its powers to create a non-for-profit community safety response organisation so every one of its 51 wards have at least one resident community warden, including Llantwit Fardre.
Danny Lyn Crudge (Plaid Cymru)
Danny Crudge, the Plaid Cymru candidate, said: “I’m Danny Crudge, a local resident in Llantwit Fardre, where I live with my wife and our two young daughters.
“I work in the legal sector and recently graduated with a First Class Honours degree in Law after studying part time alongside working and raising a family.
“I decided to stand because I’ve become increasingly involved in our community and genuinely believe I can put my experience to good use representing the people who live here.
“Over the last few weeks I’ve really enjoyed getting out on the doorstep and speaking to residents. Whether people support Plaid Cymru, another party or no party at all, I’ve found those conversations incredibly valuable.
“If elected, I want to be a visible and approachable local councillor who listens, communicates and gets things done. I’m not standing because I think I have all the answers. I’m standing because I care about where I live, I’m willing to put the work in, and I want local people to feel they have someone they can speak to when they need help.
“Professionally and personally, I’ve always enjoyed helping people. I’m proud to be standing for Plaid Cymru and would be incredibly honoured to represent Llantwit Fardre and Efail Isaf.”
Lyndon Evans (Reform UK)
Reform UK says Lyndon Evans has real world experience as he is retired with a solid professional background in commerce and logistics and is not a career politician.
They say he is community focused with no further political ambitions other than serving local residents and bringing common sense back to local governance.
His local pledges for Llantwit Fardre and Efail Isaf include fighting for value for money including challenging rising council tax and demanding real value for residents’ money.
Another pledge is to stand up to over development including ensuring sensible development and addressing infrastructure concerns, especially regarding Ystrad Barig Farm.
Another one is to fix infrastructure and roads including pushing for proper, lasting pothole repairs instead of quick fixes.
His next pledge is to protect the environment including taking meaningful action against flood risks, campaigning for proper maintenance and tackling fly-tipping.
He pledges to support community spaces and safety including proecting the future of Crown Hill Community Centre and working with authorities to tackle anti-social behaviour.
Another of his pledges is to support local businesses including cutting red tape for pubs and local businesses, the lifeblood of the community.
He wants to enhance leisure facilities including improving local amenities, such as facilities for leisure activities like mountain biking.
He is calling for “Action, not excuses.” For our free daily briefing on the biggest issues facing the nation sign up to the Wales Matters newsletter here.
Joel James (Conservatives)
Joel James the Welsh Conservatives candidate said: “I’m standing in the Llantwit Fardre by-election because I care deeply about the community I live and grew up in, and I want to put my experience to work for local residents once again.
“I previously represented Llantwit Fardre as a County Borough Councillor from 2008 until 2022, when I stepped down after being elected to the Welsh Parliament.
“During that time, I worked hard to represent residents, support local causes and get things done for the community. I was proud to serve the area, and I’m now asking residents for the opportunity to do so once again.
“Having recently completed five years as a Member of the Senedd, I bring experience from both local and national politics. I’m also currently a community councillor for Efail Isaf, so I continue to be involved in local issues and understand the importance of being accessible and listening to residents.
“There are some important issues facing Llantwit Fardre and Efail Isaf, including protecting our communities from inappropriate development, delivering the new Maesybryn Primary School, and making sure the council focuses on the services residents rely on.
“I would be proud to represent Llantwit Fardre and Efail Isaf once again in the Council Chamber, and to not only work alongside residents to make sure that their voices are heard, but to also support the great work that Cllr Karl Johnson is doing in the village – he’s been phenomenal and I’m keen to help and support him as much as I can.”
Lloyd Watkins (Labour)
Lloyd Watkins was born and raised in Pontypridd and lives in Llantwit Fardre.
His connection to the community has continued throughout his life.
He started learning Welsh at Garth Olwg’s Lifelong Learning Centre and volunteered at Llantwit Fardre Primary School helping local children with their reading.
Lloyd said that Llantwit Fardre has given him so much growing up and he wants to continue to give back to the community."
6a9da2e869c0e4a441205282,0b456ea5817e0d853f641896f89aaf531a3246858808d683427025d1c6facb21,2026-09-01 12:18:09.536851+00:00,theguardian.com,theguardian.com,2026-09-01,Could this humble sea sponge clean up the world’s ports?,https://www.theguardian.com/environment/2026/sep/01/sea-chicken-liver-sponge-filter-pollutants-harbour-spain-costa-brava,en,Biodiversity status and loss,biodiversity | biological diversity | biodiversity loss | biodiversity crisis | nature crisis | nature loss | wildlife | natural world | ecosystems | habitats | species | native species | endangered species | threatened species | critically endangered | species decline | population decline | extinction | mass extinction | sixth mass extinction | extinction crisis | ecological crisis | environmental crisis | ecological collapse | nature recovery | nature-positive,"In the polluted waters of Marina Palamós on Spain’s Costa Brava, Manuel Maldonado, a sponge biologist, noticed something unusual last month: red starfish had started settling in the area.
Nearly two years earlier, the Spanish National Research Council scientist and his colleagues had begun transplanting sea sponges into the port to study whether they could survive in its polluted waters.
Only one species, the chicken liver sponge (Chondrosia reniformis, also called the kidney sponge), which is found along the Mediterranean coast but rarely seen in the harbour, managed to survive. Its resilience, and the arrival of the red starfish, suggests sponges could be used to clean up pollution in ports.
Sea sponges are some of the Earth’s oldest ecosystem engineers. Previous research has shown that abundant communities can reshape their surroundings in positive ways. They can filter pollutants from enormous volumes of water, cycling nutrients in the process. They also enhance biodiversity by attracting marine animals that live within and around them, such as worms and crustaceans.
All of this points to their potential as a tool for renaturalising harbours, some of the most disturbed marine environments in the world. The accumulation of pollutants such as rubbish and oil, the introduction of invasive species from ships and persistent noise pollution make it incredibly difficult for marine life to thrive there.
But first, it has to be proved that sponges can survive in harsh environments. “So we tested different Spanish species with the idea of finding some that could survive in a harbour environment,” says Maldonado, who led the research.
The team focused on five sponge species commonly found on the coast, chosen because their abundance suggests they are good survivors. “You also don’t want to use a very sensitive or protected species,” he says. “It has to be something you can handle and transport to the harbour.”
The sponges were collected from a site about 18 miles (30km) south of the harbour where they were transplanted. Maldonado’s student and study co-author, Carlota Escarré, monitored their health using underwater photography and inspection.
Escarré conducted dives every 20 to 64 days over the course of 15 months, braving early hours and cold waters at the harbour.
All the red encrusting sponges (Crambe crambe), leather sponges (Scalarispongia scalaris) and stinker sponges (Ircinia oros) shrank and eventually died during the study. But almost 92% of the chicken liver sponge specimens survived the polluted water.
“It was a surprise for all of us,” says Escarré. Some even managed to reproduce asexually, bringing their numbers up to 40 from 24.
Experts hope the study finally puts sea sponges, long overlooked in favour of the more charismatic coral, on the map.
“This study shows what we in the sea sponge community have known for years,” says Andreu Santín Muriel, a marine biologist at the University of Porto’s Interdisciplinary Centre of Marine and Environmental Research, who was not involved in the work. “Sponges are excellent potential species for bioremediation and habitat recovery.”
He adds: “A lot of effort has been put in the past decades for coral restoration; we understand the importance of corals very well. But sponges provide more ecosystem services, yet they’re not as attractive, so they have received way less money.”
David Amptmeijer, a doctoral researcher at Helmholtz-Zentrum Hereon, who was not involved in the research, says it is important to note how localised the study is. It is unclear if these same sponges could survive, for example, in a harbour in Maine.
Though Amptmeijer believes sea sponges have great potential for pollution management, he says a lot more research is needed before scientists can fully understand how they interact with pollutants.
Maldonado suspects the chicken liver sponge – a high-microbial-abundance sponge (hosting diverse communities of symbiotic microorganisms within its tissues) that takes ammonium from seawater and releases nitrate – is able to cope with pollution thanks to its diverse microbiome. “We will start working on this after the summer,” he says.
He and his team will continue monitoring the sponges over several years, but they also hope to study other organisms: he has written a proposal for a project that combines sponges with oysters, which are also powerful filter feeders.
Santín Muriel says sponges have been around for at least 600m years. “They have survived at least five mass extinctions, and they’re still thriving in today’s oceans. That means they’ve most likely already encountered a lot of environmental problems throughout their existence.”
It’s not so strange, then, to think that sea sponges may already have the solutions to many of the problems humans face today.
“We tend to look more to technology to solve environmental pollution,” Santín Muriel says. “But marine organisms most likely have already developed toolkits that could help us clean the oceans.”"
6a9da2e869c0e4a441205283,93958270ed51a643fd93c803b9902f3d78a6ef081f5fb91aaf9dd243bc3b7f39,2026-09-01 11:49:12.590213+00:00,theconversation.com,theconversation.com,2026-09-01,Bird flu could devastate Macquarie Island. Why are we removing the scientists we need to understand it?,https://theconversation.com/bird-flu-could-devastate-macquarie-island-why-are-we-removing-the-scientists-we-need-to-understand-it-290816,en,Biodiversity status and loss,biodiversity | biological diversity | biodiversity loss | biodiversity crisis | nature crisis | nature loss | wildlife | natural world | ecosystems | habitats | species | native species | endangered species | threatened species | critically endangered | species decline | population decline | extinction | mass extinction | sixth mass extinction | extinction crisis | ecological crisis | environmental crisis | ecological collapse | nature recovery | nature-positive,"Australia’s Macquarie Island lies deep in the Southern Ocean, about 1,500 kilometres southeast of Tasmania. This World Heritage-listed sanctuary is a haven for species such as elephant and fur seals, penguins, albatrosses and petrels, and a key site for wildlife researchers.
But it is not safe from H5N1 bird flu. This lethal virus is rapidly spreading across the Australian mainland and Southern Ocean, already hitting other sub-Antarctic islands including Heard Island.
However, the Australian government has decided to withdraw all 24 expeditioners – including scientists, tradespeople and support staff – from the site. It says this is mainly to protect them from the psychosocial risks – the psychological harms of working in stressful or traumatic conditions – associated with living through a potential H5N1 outbreak and the wildlife casualties it may cause.
Those risks are real. Witnessing mass wildlife deaths could be deeply distressing for any person. But taking everyone off the island means the scientists who work there cannot document an outbreak as it unfolds, or understand what is happening to wildlife populations we have studied for decades.
At Macquarie, monitoring is vital
Scientists have worked at Macquarie Island for more than 70 years, and withdrawing all personnel will disrupt long-term wildlife, climate, atmospheric and geological monitoring, well beyond the bird flu response.
For southern elephant seals, the stakes are particularly high. The species is considered “vulnerable” on the IUCN Red List and under Australia’s Environment Protection and Biodiversity Conservation Act. Decades of monitoring show numbers of breeding females at Macquarie’s major colony have fallen sharply, dropping from 9,400 in 1949 to 2,550 in 2023. The federal recovery plan for this species identifies disease outbreaks as a threat and calls for regular, scientifically robust monitoring.
Bird flu is precisely this type of threat.
At Australia’s Heard Island, more than 13,000 elephant seal pups died during a recent H5N1 outbreak, while the number of breeding females fell by almost half at monitored sites on Britain’s South Georgia. The Australian Antarctic Division itself identified the need for 2026-27 population data to assess the impact of bird flu on Macquarie Island. But the government has now reversed course in withdrawing the island’s staff.
Psychosocial risk is real
Psychosocial or ecological grief – distress associated with the loss of species and places people care about – is well documented among conservation professionals.
But avoiding exposure to loss isn’t the only answer. Guidance from the World Health Organisation emphasises preparation, training and dedicated mental health and psychosocial support for personnel working in difficult emergency environments.
Other nations have already faced this problem. At other sub-Antarctic islands such as South Georgia, Crozet and Kerguelen and the Falklands, authorities boosted biosecurity measures – including providing personal protective equipment and guidance on wildlife sampling – to maintain essential science and disease surveillance. Similarly, the international Scientific Committee for Antarctic Research Action Group on Wildlife Health recommends assessing which activities should continue during outbreaks and outlines appropriate protective measures.
This raises important questions about how Australia reached its decision. Did the government seek advice from other programs that have successfully monitored outbreaks? Could a smaller specialist team remain with additional training, shorter deployments and dedicated psychological support?
The government hasn’t indicated what the long-term plan will be. Bird flu may not arrive this summer. Elsewhere in the Southern Ocean, outbreaks have recurred across multiple years. If the virus arrives next year or stretches over several years, will expeditioners be withdrawn indefinitely?
Can cameras replace scientists?
After Australia’s personnel leave, the government may rely on live cameras, drones and satellites to monitor Macquarie Island. These tools will be useful. At Heard Island, drones were invaluable for measuring the enormous scale of mortality.
But remote monitoring cannot replace biological sampling. A camera cannot swab a freshly dead pup, collect blood from a surviving animal or conduct a postmortem.
Across Crozet, Kerguelen, Heard, South Georgia and the Falkland Islands, scientists sampled dead and apparently healthy wildlife during major outbreaks. These samples confirmed infections, detected antibodies in survivors and enabled viral sequencing. In our recent research, 104 new virus genomes collected across six sub-Antarctic and Antarctic locations allowed us to map transmission over thousands of kilometres and show how the virus continues to evolve, including adapting to mammals.
Without field samples, we lose crucial information about how the virus is evolving and spreading, limiting our ability to anticipate what happens next.
Remote should not mean out of sight and out of mind
Surveillance, testing and reporting have been a top priority in our bird flu response on the Australian mainland. It should be no different on Macquarie Island, even though it is a remote location.
We cannot stop animals from dying if the lethal virus strain arrives. But we can understand which species are affected, which animals survive and where the virus may travel next.
We have monitored Macquarie’s declining elephant seal population for decades. We should not avert our eyes now.
We say this as scientists who have studied bird flu outbreaks and witnessed devastating wildlife losses firsthand. We are prepared for the difficult reality of studying wildlife disease. But what is much harder to accept is being forced to look away when science could still make a difference.
Read more: What happens next with bird flu? An expert explains why monitoring matters"
6a9da2e869c0e4a441205284,ab9a04e9062935265a4f0546d0febab5a75bfce4f688e2fd78ed421f7ebdba1a,2026-09-01 11:32:15.207289+00:00,mirror.co.uk,mirror.co.uk,2026-09-01,Beautiful beach day turns into 'hellish' nightmare crammed with thousands,https://www.mirror.co.uk/travel/europe/brits-rock-up-beautiful-beach-37614123,en,Biodiversity status and loss,biodiversity | biological diversity | biodiversity loss | biodiversity crisis | nature crisis | nature loss | wildlife | natural world | ecosystems | habitats | species | native species | endangered species | threatened species | critically endangered | species decline | population decline | extinction | mass extinction | sixth mass extinction | extinction crisis | ecological crisis | environmental crisis | ecological collapse | nature recovery | nature-positive,"Brits rock up to beautiful beach only to find 'hellish' nightmare crammed with thousands
Balos Beach in Chania, Crete, was inundated with tourists at the end of August, many of them struggling to keep steady among the intense throngs attracted to the pretty spot
A beautiful Greek beach has gone viral for all of the wrong reasons.
Some people are bucket-and-spade beachgoers. Others prefer to relax on the sand, enjoying a glass of wine. Some can spend hours splashing about in the waves.
However you prefer to enjoy a day at the beach, it's unlikely your ideal seaside trip involves getting crushed by hundreds of fellow sunseekers scrabbling not to fall into the water.
That was the scene at Balos Beach in Crete at the end of August. Footage taken at the beautiful coastal spot shows it inundated with tourists, many struggling to keep steady among the intense throngs.
Do you have a travel story to share? Email webtravel@reachplc.com
In the roasting hot Greek weather, beachgoers were unable to move, packed as they were onto an increasingly popular beach on the north-east of the island. More tourists kept arriving by boat, even as it became apparent that Balos was full.
A video of the beach shared on Instagram has attracted more than a million views and hundreds of comments, many of them despairing about the crowds.
""I get that it's beautiful and everyone wants to see this… BUT it’s a protected area! Maybe just let a few groups of people at a time go … and not a whole invasion … I’m Greek and this makes me sad … so please if you visit… respect that beautiful place,"" one person wrote.
Another added: ""Poor Balos. In a few years, this beautiful natural environment will be destroyed."" A third wrote: "" Pathetic. At least leave an unspoilt corner for us Greeks and go to Mykonos. Please.""
Efforts have been made to protect some of Crete's best-loved beaches from the impacts of overtourism.
Balos Lagoon, Elafonisi and Falassarna are all protected under the European Union’s Natura 2000 network due to their ecological importance and rich biodiversity, according to Kathimerini.
Balos is known for its shallow turquoise waters and white and pink-tinged sand.
Giorgos Koukourakis, a special environmental adviser to the Municipality of Kissamos, told the publication: “We have had a problem with overpopulation for the past three or four years. Because these areas have such a good reputation, too many people go there.""
Some steps have already been taken, including limiting the number of sun loungers at Balos to 150, down from 400.
“But even this measure is not enough. When you have to manage 4,000 to 5,000 people a day, it is frightening,"" Koukourakis added.
There are now proposals to control beach visits through an online booking system. Officials hope to have it ready next year."
6a9da2e869c0e4a441205285,54952602dbbe1e40f8214e914ba0b2ac3be1463cde55df1485a5974493d4f0be,2026-08-31 21:32:02.992740+00:00,heraldscotland.com,heraldscotland.com,2026-08-31,Supermarket set for former home ground of Kilwinning Rangers FC,https://www.heraldscotland.com/news/26509707.supermarket-set-former-home-kilwinning-rangers-fc/,en,Biodiversity status and loss,biodiversity | biological diversity | biodiversity loss | biodiversity crisis | nature crisis | nature loss | wildlife | natural world | ecosystems | habitats | species | native species | endangered species | threatened species | critically endangered | species decline | population decline | extinction | mass extinction | sixth mass extinction | extinction crisis | ecological crisis | environmental crisis | ecological collapse | nature recovery | nature-positive,
6a9da2e869c0e4a441205286,fa08875e2299ceff39c28f04800ab22394529346ecc53a81c7d04ee7a2fe94e0,2026-08-31 20:39:16.259538+00:00,theguardian.com,theguardian.com,2026-08-31,Bhutan hosts first ‘conscious food summit’ amid threats to global supplies,https://www.theguardian.com/environment/2026/aug/31/bhutan-first-conscious-food-summit-climate,en,Biodiversity status and loss,biodiversity | biological diversity | biodiversity loss | biodiversity crisis | nature crisis | nature loss | wildlife | natural world | ecosystems | habitats | species | native species | endangered species | threatened species | critically endangered | species decline | population decline | extinction | mass extinction | sixth mass extinction | extinction crisis | ecological crisis | environmental crisis | ecological collapse | nature recovery | nature-positive,"Mending the broken food system under the threat of climate-driven weather extremes will require more than economic fixes and intensive agriculture, according to the organisers of a pioneering summit this week, who say the world must revive its spiritual relationship with food.
Delegates from more than 60 countries and the UN will gather for the next five days in Paro in the tiny Himalayan nation of Bhutan for the world’s first “conscious food summit”, which will bring together governments and farmers, mindfulness experts and yoga therapists.
Tshering Tobgay, Bhutan’s prime minister, said: “Food lies at the intersection of many of the defining challenges of our time – hunger, poor nutrition, poverty, climate change, biodiversity loss, and increasingly food security is also being disrupted by conflict and geopolitical instability. Our central message is simple: transforming our food systems requires both inner and outer change.”
Conscious eating is at the heart of these talks, which will promote regenerative practices and Indigenous knowledge. “Consciousness can cultivate compassion, empathy, resilience, creativity and a stronger connection with nature,” Tobgay said in an interview with the Guardian. “This does not mean choosing spirituality over science. It means recognising that our values and mindsets influence how science, policy, finance and technology are used.”
The impacts of the climate crisis have been brought home close to Bhutan’s borders with the disaster in its near neighbour Nepal last week where a glacial collapse led to floods and landslides that killed hundreds.
This year and next as the “super El Niño” hits, the World Food Programme has warned that 50 million people could be pushed close to starvation. Food shortages and higher prices for staples are likely around the world. It follows a summer in the northern hemisphere in which harvests have been devastated by drought, intense heat and wildfires.
Jerry Spooner, of Regenerative Vanua, a Pacific NGO, said the threats would push global food systems to their limit. “As we face the growing impacts of climate change, a potential super El Niño, biodiversity loss and increasing global instability, it is becoming clear that our food systems are not resilient enough for the challenges ahead,” he said. “The opportunity in Bhutan is to move beyond discussing how we produce more food and instead focus on how we build food systems that regenerate ecosystems, strengthen communities, celebrate culture and improve our collective resilience.”
Tobgay said people must articulate the values they wanted to see reflected in the way food is produced and consumed, instead of relying on businesses and governments to shape food choices. “Food systems are ultimately shaped by human choices, institutions, incentives, relationships and values,” he said. “So we must address root causes as well as symptoms.”
Farmers and rural people were often at the mercy of markets and global forces. “Too often, policies are developed for these groups rather than with them,” Tobgay said.
The summit will focus not on bombastic political speeches and promises but on fostering inner change, with the help of “spiritual masters” such as mindfulness practitioners. Food had become a commodity on world markets and was treated carelessly as a result, leading to waste and unhealthy eating, and those attitudes must be reversed, Tobgay said.
“Outer change is agriculture, markets, finance, public policy and consumption,” he said. “Consciousness has value only if it influences our decisions and changes how we act. For example, a conscious approach to production would care for both the land and the farmer. It would regenerate soils, not deplete them. It would protect water. It would reduce pollution and deforestation and recognise the dignity and wellbeing of the people who produce the food that sustain us.”
Tobgay begins each day at 5am with a bowl of porridge and a banana, eaten sitting by a small stream that runs near his house. “I listen to the birds that are up and about by that time, I listen to the stream and the water,” he said.
Anyone could try conscious eating, he added. Many cultures have a tradition before meals of reflecting on the food, its provenance and preparation, and giving thanks. Reviving such practices would take almost no time but could, he hopes, be one of the first steps to a revolution in the way we treat the planet and each other."
